>>>>>>>>>>> CUDA available : True
Namespace(batch_size=32, context_max_length=256, dataset='/home/hyuns6100/[4]newCRS/data/redial/', device=device(type='cuda'), entity_max_length=50, global_norm_clip=5, kg_dataset='[4]newCRS/data/dbpedia/', kg_emb_dim=128, learning_rate=0.0001, max_grad_norm=None, num_bases=8, num_epochs=10, num_warmup_steps=None, num_workers=0, output_dataset_dir='/home/hyuns6100/[4]newCRS/data/redial/', output_dir='/home/hyuns6100/[4]newCRS/save/', save_name='ent_sent_rec_v3', seed=42, senti_tokenizer='roberta-base', text_encoder='roberta-base', text_tokenizer='roberta-base', weight_decay=0.01)
2023-12-11 11:44:07.648 | INFO     | __main__:<module>:280 - ***** Load Dataset *****
2023-12-11 11:44:08.040 | DEBUG    | dataset.dataset_dbpedia:_process_entity_kg:40 - #edge: 186339, #relation: 25, #entity: 30890, #item: 6281

  0%|          | 0/110206 [00:00<?, ?it/s]
  0%|          | 180/110206 [00:00<01:01, 1797.60it/s]
 98%|█████████▊| 12026/12284 [00:04<00:00, 3035.19it/s]
100%|██████████| 12284/12284 [00:04<00:00, 2752.59it/s]

  0%|          | 0/15452 [00:00<?, ?it/s]
  2%|▏         | 290/15452 [00:00<00:05, 2899.55it/s]
  4%|▍         | 580/15452 [00:00<00:05, 2865.97it/s]
  6%|▌         | 893/15452 [00:00<00:04, 2978.49it/s]
  8%|▊         | 1203/15452 [00:00<00:04, 3025.98it/s]
 10%|▉         | 1522/15452 [00:00<00:04, 3082.80it/s]
 12%|█▏        | 1853/15452 [00:00<00:04, 3159.33it/s]
 15%|█▍        | 2242/15452 [00:00<00:03, 3394.99it/s]
 17%|█▋        | 2582/15452 [00:00<00:03, 3340.46it/s]
 19%|█▉        | 2974/15452 [00:00<00:03, 3517.97it/s]
 22%|██▏       | 3327/15452 [00:01<00:03, 3495.29it/s]
 24%|██▍       | 3677/15452 [00:01<00:03, 3495.17it/s]
 26%|██▌       | 4042/15452 [00:01<00:03, 3540.50it/s]
 29%|██▊       | 4432/15452 [00:01<00:03, 3646.77it/s]
 31%|███       | 4797/15452 [00:01<00:02, 3616.84it/s]
 33%|███▎      | 5159/15452 [00:01<00:03, 3423.12it/s]
 36%|███▌      | 5504/15452 [00:01<00:03, 3215.56it/s]
 38%|███▊      | 5829/15452 [00:01<00:03, 3065.04it/s]
 40%|███▉      | 6139/15452 [00:01<00:03, 2948.83it/s]
 42%|████▏     | 6437/15452 [00:02<00:03, 2858.54it/s]
 44%|████▎     | 6725/15452 [00:02<00:03, 2748.41it/s]
 46%|████▌     | 7050/15452 [00:02<00:02, 2882.38it/s]
 48%|████▊     | 7341/15452 [00:02<00:02, 2850.53it/s]
 50%|████▉     | 7710/15452 [00:02<00:02, 3087.23it/s]
 52%|█████▏    | 8022/15452 [00:02<00:02, 3074.87it/s]
 54%|█████▍    | 8332/15452 [00:02<00:02, 2993.92it/s]
 56%|█████▌    | 8648/15452 [00:02<00:02, 3039.24it/s]
 58%|█████▊    | 8954/15452 [00:02<00:02, 2983.32it/s]
 60%|█████▉    | 9262/15452 [00:02<00:02, 3007.12it/s]
 62%|██████▏   | 9612/15452 [00:03<00:01, 3147.76it/s]
 65%|██████▍   | 9996/15452 [00:03<00:01, 3351.34it/s]
 67%|██████▋   | 10333/15452 [00:03<00:01, 3327.60it/s]
 69%|██████▉   | 10701/15452 [00:03<00:01, 3430.95it/s]
 72%|███████▏  | 11088/15452 [00:03<00:01, 3553.93it/s]
 74%|███████▍  | 11444/15452 [00:03<00:01, 3537.12it/s]
 76%|███████▋  | 11808/15452 [00:03<00:01, 3565.46it/s]
 79%|███████▉  | 12191/15452 [00:03<00:00, 3643.93it/s]
 81%|████████▏ | 12556/15452 [00:03<00:00, 3587.61it/s]
 84%|████████▎ | 12916/15452 [00:03<00:00, 3377.00it/s]
 86%|████████▌ | 13257/15452 [00:04<00:00, 3224.30it/s]
 88%|████████▊ | 13583/15452 [00:04<00:00, 3097.85it/s]
 90%|████████▉ | 13896/15452 [00:04<00:00, 3057.44it/s]
 92%|█████████▏| 14204/15452 [00:04<00:00, 2804.31it/s]
 94%|█████████▍| 14489/15452 [00:04<00:00, 2658.47it/s]
 96%|█████████▌| 14813/15452 [00:04<00:00, 2804.84it/s]
 98%|█████████▊| 15105/15452 [00:04<00:00, 2833.88it/s]
100%|██████████| 15452/15452 [00:04<00:00, 3174.87it/s]

  0%|          | 0/101514 [00:00<?, ?it/s]
  1%|          | 722/101514 [00:00<00:13, 7209.26it/s]
  2%|▏         | 1551/101514 [00:00<00:12, 7837.22it/s]
  2%|▏         | 2335/101514 [00:00<00:12, 7773.38it/s]
  3%|▎         | 3113/101514 [00:00<00:13, 7268.20it/s]
  4%|▍         | 3884/101514 [00:00<00:13, 7414.31it/s]
  5%|▍         | 4629/101514 [00:00<00:13, 7375.21it/s]
  5%|▌         | 5435/101514 [00:00<00:12, 7592.16it/s]
  6%|▌         | 6197/101514 [00:00<00:12, 7450.28it/s]
  7%|▋         | 6944/101514 [00:00<00:12, 7382.46it/s]
  8%|▊         | 7703/101514 [00:01<00:12, 7443.32it/s]
  8%|▊         | 8502/101514 [00:01<00:12, 7602.69it/s]
  9%|▉         | 9305/101514 [00:01<00:11, 7727.82it/s]
 10%|▉         | 10079/101514 [00:01<00:11, 7619.82it/s]
 11%|█         | 10875/101514 [00:01<00:11, 7717.54it/s]
 11%|█▏        | 11648/101514 [00:01<00:11, 7707.17it/s]
 12%|█▏        | 12426/101514 [00:01<00:11, 7726.47it/s]
 13%|█▎        | 13207/101514 [00:01<00:11, 7750.52it/s]
 14%|█▍        | 13983/101514 [00:01<00:11, 7719.40it/s]
 15%|█▍        | 14812/101514 [00:01<00:10, 7888.95it/s]
 15%|█▌        | 15602/101514 [00:02<00:11, 7798.59it/s]
 16%|█▌        | 16383/101514 [00:02<00:11, 7473.09it/s]
 17%|█▋        | 17134/101514 [00:02<00:11, 7424.37it/s]
 18%|█▊        | 17913/101514 [00:02<00:11, 7526.19it/s]
 18%|█▊        | 18668/101514 [00:02<00:11, 7440.04it/s]
 19%|█▉        | 19488/101514 [00:02<00:10, 7658.90it/s]
 20%|█▉        | 20256/101514 [00:02<00:10, 7636.08it/s]
 21%|██        | 21021/101514 [00:02<00:10, 7579.57it/s]
 21%|██▏       | 21786/101514 [00:02<00:10, 7600.25it/s]
 22%|██▏       | 22547/101514 [00:02<00:10, 7546.27it/s]
 23%|██▎       | 23303/101514 [00:03<00:10, 7432.21it/s]
 24%|██▎       | 24064/101514 [00:03<00:10, 7481.09it/s]
 24%|██▍       | 24825/101514 [00:03<00:10, 7518.52it/s]
 25%|██▌       | 25585/101514 [00:03<00:10, 7541.80it/s]
 26%|██▌       | 26350/101514 [00:03<00:09, 7569.92it/s]
 27%|██▋       | 27108/101514 [00:03<00:09, 7534.23it/s]
 28%|██▊       | 27922/101514 [00:03<00:09, 7713.32it/s]
 28%|██▊       | 28694/101514 [00:03<00:09, 7669.28it/s]
 29%|██▉       | 29462/101514 [00:03<00:09, 7522.58it/s]
 30%|██▉       | 30215/101514 [00:03<00:09, 7303.59it/s]
 31%|███       | 30967/101514 [00:04<00:09, 7362.64it/s]
 31%|███▏      | 31734/101514 [00:04<00:09, 7449.32it/s]
 32%|███▏      | 32481/101514 [00:04<00:09, 7435.46it/s]
 33%|███▎      | 33254/101514 [00:04<00:09, 7520.88it/s]
 34%|███▎      | 34038/101514 [00:04<00:08, 7610.48it/s]
 34%|███▍      | 34800/101514 [00:04<00:08, 7459.18it/s]
 35%|███▌      | 35601/101514 [00:04<00:08, 7619.55it/s]
 36%|███▌      | 36364/101514 [00:04<00:08, 7308.39it/s]
 37%|███▋      | 37100/101514 [00:04<00:08, 7318.97it/s]
 37%|███▋      | 37853/101514 [00:05<00:08, 7373.26it/s]
 38%|███▊      | 38628/101514 [00:05<00:08, 7478.30it/s]
 39%|███▉      | 39378/101514 [00:05<00:26, 2322.12it/s]
 39%|███▉      | 40058/101514 [00:06<00:21, 2840.27it/s]
 40%|████      | 40804/101514 [00:06<00:17, 3495.12it/s]
 41%|████      | 41612/101514 [00:06<00:14, 4267.10it/s]
 42%|████▏     | 42327/101514 [00:06<00:12, 4824.64it/s]
 42%|████▏     | 43098/101514 [00:06<00:10, 5448.04it/s]
 43%|████▎     | 43816/101514 [00:06<00:09, 5787.88it/s]
 44%|████▍     | 44576/101514 [00:06<00:09, 6240.81it/s]
 45%|████▍     | 45299/101514 [00:06<00:08, 6471.36it/s]
 45%|████▌     | 46034/101514 [00:06<00:08, 6702.45it/s]
 46%|████▌     | 46818/101514 [00:06<00:07, 7018.96it/s]
 47%|████▋     | 47572/101514 [00:07<00:07, 7164.98it/s]
 48%|████▊     | 48327/101514 [00:07<00:07, 7276.11it/s]
 48%|████▊     | 49075/101514 [00:07<00:07, 7129.91it/s]
 49%|████▉     | 49842/101514 [00:07<00:07, 7283.42it/s]
 50%|████▉     | 50593/101514 [00:07<00:06, 7349.03it/s]
 51%|█████     | 51352/101514 [00:07<00:06, 7419.89it/s]
 51%|█████▏    | 52172/101514 [00:07<00:06, 7649.19it/s]
 52%|█████▏    | 52942/101514 [00:07<00:06, 7493.68it/s]
 53%|█████▎    | 53695/101514 [00:07<00:06, 7350.44it/s]
 54%|█████▎    | 54433/101514 [00:08<00:06, 7181.12it/s]
 54%|█████▍    | 55176/101514 [00:08<00:06, 7251.52it/s]
 55%|█████▌    | 55904/101514 [00:08<00:06, 7233.04it/s]
 56%|█████▌    | 56702/101514 [00:08<00:06, 7450.41it/s]
 57%|█████▋    | 57449/101514 [00:08<00:06, 7142.37it/s]
 57%|█████▋    | 58167/101514 [00:08<00:06, 6960.31it/s]
 58%|█████▊    | 58876/101514 [00:08<00:06, 6995.47it/s]
 59%|█████▊    | 59578/101514 [00:08<00:06, 6952.02it/s]
 59%|█████▉    | 60275/101514 [00:08<00:06, 6785.17it/s]
 60%|██████    | 60990/101514 [00:08<00:05, 6878.77it/s]
 61%|██████    | 61680/101514 [00:09<00:05, 6754.26it/s]
 61%|██████▏   | 62390/101514 [00:09<00:05, 6852.67it/s]
 62%|██████▏   | 63077/101514 [00:09<00:05, 6766.74it/s]
 63%|██████▎   | 63783/101514 [00:09<00:05, 6845.82it/s]
 64%|██████▎   | 64469/101514 [00:09<00:05, 6817.66it/s]
 64%|██████▍   | 65215/101514 [00:09<00:05, 7004.43it/s]
 65%|██████▍   | 65917/101514 [00:09<00:05, 6972.06it/s]
 66%|██████▌   | 66615/101514 [00:09<00:05, 6766.75it/s]
 66%|██████▋   | 67317/101514 [00:09<00:05, 6837.79it/s]
 67%|██████▋   | 68089/101514 [00:09<00:04, 7091.76it/s]
 68%|██████▊   | 68876/101514 [00:10<00:04, 7320.71it/s]
 69%|██████▊   | 69610/101514 [00:10<00:04, 7187.54it/s]
 69%|██████▉   | 70390/101514 [00:10<00:04, 7361.56it/s]
 70%|███████   | 71144/101514 [00:10<00:04, 7414.07it/s]
 71%|███████   | 71907/101514 [00:10<00:03, 7468.79it/s]
 72%|███████▏  | 72657/101514 [00:10<00:03, 7477.60it/s]
 72%|███████▏  | 73408/101514 [00:10<00:03, 7486.00it/s]
 73%|███████▎  | 74157/101514 [00:10<00:03, 7353.66it/s]
 74%|███████▍  | 74942/101514 [00:10<00:03, 7499.16it/s]
 75%|███████▍  | 75693/101514 [00:10<00:03, 7406.51it/s]
 75%|███████▌  | 76479/101514 [00:11<00:03, 7538.42it/s]
 76%|███████▌  | 77234/101514 [00:11<00:03, 7364.68it/s]
 77%|███████▋  | 78038/101514 [00:11<00:03, 7556.82it/s]
 78%|███████▊  | 78815/101514 [00:11<00:02, 7618.74it/s]
 78%|███████▊  | 79578/101514 [00:11<00:02, 7555.62it/s]
 79%|███████▉  | 80335/101514 [00:11<00:02, 7295.72it/s]
 80%|███████▉  | 81067/101514 [00:11<00:02, 7195.35it/s]
 81%|████████  | 81807/101514 [00:11<00:02, 7252.53it/s]
 81%|████████▏ | 82558/101514 [00:11<00:02, 7327.23it/s]
 82%|████████▏ | 83323/101514 [00:12<00:02, 7416.37it/s]
 83%|████████▎ | 84081/101514 [00:12<00:02, 7458.12it/s]
 84%|████████▎ | 84828/101514 [00:12<00:02, 7390.66it/s]
 84%|████████▍ | 85568/101514 [00:12<00:02, 7368.36it/s]
 85%|████████▌ | 86386/101514 [00:12<00:01, 7605.49it/s]
 86%|████████▌ | 87148/101514 [00:12<00:01, 7411.39it/s]
 87%|████████▋ | 87891/101514 [00:12<00:01, 7243.97it/s]
 87%|████████▋ | 88617/101514 [00:12<00:01, 7245.74it/s]
 88%|████████▊ | 89343/101514 [00:12<00:01, 7153.80it/s]
 89%|████████▊ | 90060/101514 [00:12<00:01, 7126.94it/s]
 89%|████████▉ | 90809/101514 [00:13<00:01, 7231.97it/s]
 90%|█████████ | 91556/101514 [00:13<00:01, 7297.10it/s]
 91%|█████████ | 92348/101514 [00:13<00:01, 7477.42it/s]
 92%|█████████▏| 93097/101514 [00:13<00:01, 7362.83it/s]
 92%|█████████▏| 93834/101514 [00:13<00:01, 7317.78it/s]
 93%|█████████▎| 94567/101514 [00:13<00:00, 7309.18it/s]
 94%|█████████▍| 95299/101514 [00:13<00:00, 7169.70it/s]
 95%|█████████▍| 96017/101514 [00:13<00:00, 7065.76it/s]
 95%|█████████▌| 96732/101514 [00:13<00:00, 7086.84it/s]
 96%|█████████▌| 97488/101514 [00:13<00:00, 7223.06it/s]
 97%|█████████▋| 98230/101514 [00:14<00:00, 7281.12it/s]
 98%|█████████▊| 99004/101514 [00:14<00:00, 7415.66it/s]
 98%|█████████▊| 99747/101514 [00:14<00:00, 7204.07it/s]
 99%|█████████▉| 100501/101514 [00:14<00:00, 7296.11it/s]
100%|█████████▉| 101295/101514 [00:14<00:00, 7481.88it/s]
100%|██████████| 101514/101514 [00:14<00:00, 6993.48it/s]

  0%|          | 0/11294 [00:00<?, ?it/s]
  6%|▋         | 730/11294 [00:00<00:01, 7289.42it/s]
 13%|█▎        | 1516/11294 [00:00<00:01, 7598.16it/s]
 20%|██        | 2304/11294 [00:00<00:01, 7720.05it/s]
 28%|██▊       | 3118/11294 [00:00<00:01, 7878.50it/s]
 35%|███▍      | 3906/11294 [00:00<00:00, 7706.57it/s]
 41%|████▏     | 4678/11294 [00:00<00:00, 7618.73it/s]
 48%|████▊     | 5441/11294 [00:00<00:00, 7571.25it/s]
 55%|█████▌    | 6241/11294 [00:00<00:00, 7700.12it/s]
 62%|██████▏   | 7012/11294 [00:00<00:00, 7679.42it/s]
 69%|██████▉   | 7781/11294 [00:01<00:00, 7427.99it/s]
 76%|███████▌  | 8589/11294 [00:01<00:00, 7616.05it/s]
 83%|████████▎ | 9353/11294 [00:01<00:00, 7577.42it/s]
 90%|████████▉ | 10112/11294 [00:01<00:00, 7466.33it/s]
 97%|█████████▋| 10903/11294 [00:01<00:00, 7593.80it/s]
100%|██████████| 11294/11294 [00:01<00:00, 7605.45it/s]

  0%|          | 0/14174 [00:00<?, ?it/s]
  5%|▌         | 719/14174 [00:00<00:01, 7181.58it/s]
 11%|█▏        | 1596/14174 [00:00<00:01, 8109.86it/s]
 18%|█▊        | 2493/14174 [00:00<00:01, 8480.05it/s]
 24%|██▎       | 3341/14174 [00:00<00:01, 8121.94it/s]
 29%|██▉       | 4156/14174 [00:00<00:01, 8110.97it/s]
 35%|███▌      | 4969/14174 [00:00<00:01, 7680.28it/s]
 41%|████      | 5742/14174 [00:00<00:01, 7260.82it/s]
 46%|████▌     | 6474/14174 [00:00<00:01, 6804.91it/s]
 51%|█████     | 7162/14174 [00:00<00:01, 6753.28it/s]
 55%|█████▌    | 7842/14174 [00:01<00:00, 6615.39it/s]
 61%|██████    | 8628/14174 [00:01<00:00, 6968.42it/s]
 67%|██████▋   | 9434/14174 [00:01<00:00, 7277.90it/s]
 72%|███████▏  | 10196/14174 [00:01<00:00, 7370.84it/s]
 78%|███████▊  | 10997/14174 [00:01<00:00, 7557.37it/s]
 83%|████████▎ | 11778/14174 [00:01<00:00, 7627.46it/s]
 88%|████████▊ | 12543/14174 [00:01<00:00, 7592.84it/s]
 94%|█████████▍| 13304/14174 [00:01<00:00, 7051.11it/s]
 99%|█████████▉| 14054/14174 [00:01<00:00, 7176.22it/s]
100%|██████████| 14174/14174 [00:01<00:00, 7353.07it/s]
2023-12-11 11:45:17.312 | INFO     | __main__:<module>:300 - ***** Load Data-Entity Sentiment Dictionary *****

  0%|          | 0/3444 [00:00<?, ?it/s]You're using a RobertaTokenizerFast tokenizer. Please note that with a fast tokenizer, using the `__call__` method is faster than using a method to encode the text followed by a call to the `pad` method to get a padded encoding.
/home/hyuns6100/anaconda3/envs/env3/lib/python3.8/site-packages/transformers/tokenization_utils_base.py:2372: UserWarning: `max_length` is ignored when `padding`=`True` and there is no truncation strategy. To pad to max length, use `padding='max_length'`.
  warnings.warn(

  0%|          | 1/3444 [00:02<2:39:04,  2.77s/it]
  0%|          | 2/3444 [00:02<1:09:20,  1.21s/it]
  0%|          | 4/3444 [00:03<29:37,  1.94it/s]  
  0%|          | 5/3444 [00:03<22:15,  2.57it/s]
  0%|          | 6/3444 [00:03<17:22,  3.30it/s]
  0%|          | 7/3444 [00:03<13:59,  4.09it/s]
  0%|          | 8/3444 [00:03<11:34,  4.95it/s]
  0%|          | 9/3444 [00:03<09:59,  5.73it/s]
  0%|          | 10/3444 [00:03<08:46,  6.52it/s]
  0%|          | 11/3444 [00:03<08:02,  7.12it/s]
  0%|          | 12/3444 [00:03<07:30,  7.62it/s]
  0%|          | 13/3444 [00:04<07:07,  8.02it/s]
  0%|          | 14/3444 [00:04<06:53,  8.30it/s]
  0%|          | 15/3444 [00:04<06:42,  8.53it/s]
  0%|          | 16/3444 [00:04<06:34,  8.69it/s]
  0%|          | 17/3444 [00:04<06:29,  8.81it/s]
  1%|          | 18/3444 [00:04<06:25,  8.89it/s]
  1%|          | 19/3444 [00:04<06:22,  8.95it/s]
  1%|          | 20/3444 [00:04<06:20,  8.99it/s]
  1%|          | 21/3444 [00:04<06:19,  9.02it/s]
  1%|          | 22/3444 [00:05<06:18,  9.04it/s]
  1%|          | 23/3444 [00:05<06:20,  9.00it/s]
  1%|          | 24/3444 [00:05<06:19,  9.02it/s]
  1%|          | 25/3444 [00:05<06:18,  9.04it/s]
  1%|          | 26/3444 [00:05<06:17,  9.06it/s]
  1%|          | 27/3444 [00:05<06:17,  9.06it/s]
  1%|          | 28/3444 [00:05<06:16,  9.07it/s]
  1%|          | 29/3444 [00:05<06:16,  9.07it/s]
  1%|          | 30/3444 [00:05<06:16,  9.06it/s]
  1%|          | 31/3444 [00:06<06:16,  9.06it/s]
  1%|          | 32/3444 [00:06<06:16,  9.07it/s]
  1%|          | 33/3444 [00:06<06:16,  9.07it/s]
  1%|          | 34/3444 [00:06<06:16,  9.06it/s]
  1%|          | 35/3444 [00:06<06:16,  9.05it/s]
  1%|          | 36/3444 [00:06<06:09,  9.22it/s]
  1%|          | 37/3444 [00:06<06:11,  9.17it/s]
  1%|          | 38/3444 [00:06<06:12,  9.14it/s]
  1%|          | 39/3444 [00:06<06:13,  9.11it/s]
  1%|          | 40/3444 [00:07<06:14,  9.09it/s]
  1%|          | 41/3444 [00:07<06:15,  9.07it/s]
  1%|          | 42/3444 [00:07<06:15,  9.06it/s]
  1%|          | 43/3444 [00:07<06:16,  9.02it/s]
  1%|▏         | 44/3444 [00:07<06:14,  9.09it/s]
  1%|▏         | 45/3444 [00:07<06:14,  9.07it/s]
  1%|▏         | 46/3444 [00:07<06:15,  9.06it/s]
  1%|▏         | 47/3444 [00:07<06:15,  9.04it/s]
  1%|▏         | 48/3444 [00:07<06:15,  9.04it/s]
  1%|▏         | 49/3444 [00:08<06:16,  9.03it/s]
  1%|▏         | 50/3444 [00:08<06:16,  9.01it/s]
  1%|▏         | 51/3444 [00:08<06:16,  9.02it/s]
  2%|▏         | 52/3444 [00:08<06:16,  9.01it/s]
  2%|▏         | 53/3444 [00:08<06:16,  9.01it/s]
  2%|▏         | 55/3444 [00:08<05:59,  9.43it/s]
  2%|▏         | 56/3444 [00:08<06:03,  9.33it/s]
  2%|▏         | 57/3444 [00:08<06:06,  9.24it/s]
  2%|▏         | 58/3444 [00:09<06:08,  9.18it/s]
  2%|▏         | 59/3444 [00:09<06:10,  9.14it/s]
  2%|▏         | 60/3444 [00:09<06:11,  9.12it/s]
  2%|▏         | 61/3444 [00:09<06:11,  9.10it/s]
  2%|▏         | 62/3444 [00:09<06:12,  9.08it/s]
  2%|▏         | 63/3444 [00:09<06:12,  9.07it/s]
  2%|▏         | 64/3444 [00:09<06:05,  9.24it/s]
  2%|▏         | 65/3444 [00:09<06:11,  9.09it/s]
  2%|▏         | 66/3444 [00:09<06:12,  9.07it/s]
  2%|▏         | 67/3444 [00:10<06:12,  9.07it/s]
  2%|▏         | 68/3444 [00:10<06:12,  9.07it/s]
  2%|▏         | 69/3444 [00:10<06:12,  9.06it/s]
  2%|▏         | 70/3444 [00:10<06:03,  9.27it/s]
  2%|▏         | 71/3444 [00:10<06:01,  9.33it/s]
  2%|▏         | 73/3444 [00:10<05:57,  9.42it/s]
  2%|▏         | 74/3444 [00:10<06:01,  9.32it/s]
  2%|▏         | 75/3444 [00:10<06:04,  9.24it/s]
  2%|▏         | 76/3444 [00:10<06:07,  9.17it/s]
  2%|▏         | 77/3444 [00:11<06:09,  9.12it/s]
  2%|▏         | 78/3444 [00:11<06:10,  9.09it/s]
  2%|▏         | 79/3444 [00:11<06:10,  9.07it/s]
  2%|▏         | 80/3444 [00:11<06:11,  9.06it/s]
  2%|▏         | 81/3444 [00:11<06:11,  9.06it/s]
  2%|▏         | 82/3444 [00:11<06:11,  9.06it/s]
  2%|▏         | 83/3444 [00:11<06:11,  9.06it/s]
  2%|▏         | 84/3444 [00:11<06:11,  9.05it/s]
  2%|▏         | 85/3444 [00:11<06:00,  9.31it/s]
  2%|▏         | 86/3444 [00:12<06:04,  9.21it/s]
  3%|▎         | 87/3444 [00:12<06:05,  9.17it/s]
  3%|▎         | 88/3444 [00:12<06:06,  9.15it/s]
  3%|▎         | 89/3444 [00:12<06:07,  9.13it/s]
  3%|▎         | 90/3444 [00:12<06:07,  9.12it/s]
